ncontrato,ncat,regist,cuotamensual,opcionmoneda,,
00266,201747483,B2Z-735,29.17,1,,
00254,201722638,B2Z-735,29.17,1,,
00254,201726819,B2Z-735,29.17,1,,
00266,201733038,B2Z-735,29.17,1,,
00254,201710192,B2Z-735,29.17,1,,
00254,201714609,B2Z-735,29.17,1,,
00254,201718781,B2Z-735,29.17,1,,
00254,16420746,B2Z-735,29.17,1,,
00254,16423396,B2Z-735,29.17,1,,
00254,201707040,B2Z-735,29.17,1,,
00254,16410057,B2Z-735,29.17,1,,
00254,16413353,B2Z-735,29.17,1,,
00254,16418197,B2Z-735,29.17,1,,
00235,15414798,B2Z-735,29.17,1,,
00235,15417125,B2Z-735,29.17,1,,
00235,16405885,B2Z-735,29.17,1,,
00235,15409738,B2Z-735,29.17,1,,
00235,15410773,B2Z-735,29.17,1,,
00235,15412595,B2Z-735,29.17,1,,
00235,15402526,B2Z-735,29.17,1,,
00235,15403558,B2Z-735,29.17,1,,
00235,15404818,B2Z-735,29.17,1,,
00216,14416241,B2Z-735,26,1,,
00216,14416899,B2Z-735,26,1,,
00235,15401577,B2Z-735,29.17,1,,
00216,14412594,B2Z-735,26,1,,
00216,14413728,B2Z-735,26,1,,
00216,14415064,B2Z-735,26,1,,
00216,14409029,B2Z-735,26,1,,
00216,14410529,B2Z-735,26,1,,
00216,14411683,B2Z-735,26,1,,
00216,14405224,B2Z-735,26,1,,
00216,14406619,B2Z-735,26,1,,
00216,14407738,B2Z-735,26,1,,
00188,13408264,B2Z-735,26,1,,
00188,13408922,B2Z-735,26,1,,
00216,14404130,B2Z-735,26,1,,
00188,13406212,B2Z-735,26,1,,
00188,13406828,B2Z-735,26,1,,
00188,13407557,B2Z-735,26,1,,
00188,13403722,B2Z-735,26,1,,
00188,13404401,B2Z-735,26,1,,
00188,13405220,B2Z-735,26,1,,
00188,13401579,B2Z-735,26,1,,
00188,13402210,B2Z-735,26,1,,
00188,13402951,B2Z-735,26,1,,
00167,12408198,B2Z-735,9.25,2,,
00167,12408912,B2Z-735,9.25,2,,
00188,13400847,B2Z-735,26,1,,
00167,12402513,B2Z-735,9.25,2,,
00167,12403241,B2Z-735,9.25,2,,
00167,12407437,B2Z-735,9.25,2,,
00167,12400050,B2Z-735,9.25,2,,
00167,12400827,B2Z-735,9.25,2,,
00167,12401655,B2Z-735,9.25,2,,
00145,11413262,B2Z-735,9.25,2,,
00145,11414001,B2Z-735,9.25,2,,
00145,11415190,B2Z-735,9.25,2,,
00145,11410283,B2Z-735,9.25,2,,
00145,11411501,B2Z-735,9.25,2,,
00145,11412396,B2Z-735,9.25,2,,
00145,11406781,B2Z-735,9.25,2,,
00145,11408138,B2Z-735,9.25,2,,
00145,11409206,B2Z-735,9.25,2,,
00145,11402829,B2Z-735,9.25,2,,
00145,11405734,B2Z-735,9.25,2,,
00145,11406499,B2Z-735,0,2,,
00120,10408697,B2Z-735,9.25,2,,
00120,11400889,B2Z-735,9.25,2,,
00145,11402542,B2Z-735,9.25,2,,
00120,10404245,B2Z-735,9.25,2,,
00120,10405696,B2Z-735,9.25,2,,
00120,10407001,B2Z-735,9.25,2,,
00120,10004779,B2Z-735,9.25,2,,
00120,10401130,B2Z-735,9.25,2,,
00120,10402640,B2Z-735,9.25,2,,
00120,20297507,B2Z-735,9.25,2,,
00079,20913744,B2Z-735,9.17,2,,
00079,20915689,B2Z-735,9.17,2,,
00079,20099759,B2Z-735,9.17,2,,
00079,20912104,B2Z-735,9.17,2,,
00120,20296357,B2Z-735,9.25,2,,
00079,20096301,B2Z-735,9.17,2,,
00079,20693575,B2Z-735,9.17,2,,
00079,20098164,B2Z-735,9.17,2,,
00079,20095001,B2Z-735,9.17,2,,
00120,20493671,B2Z-735,9.25,2,,
00079,20592480,B2Z-735,9.17,2,,
00079,20092001,B2Z-735,9.17,2,,
00079,20092521,B2Z-735,9.17,2,,
00079,20093481,B2Z-735,9.17,2,,
00004,79834,B2Z-735,8.34,2,,
00004,81548,B2Z-735,8.34,2,,
00004,90203533,B2Z-735,8.34,2,,
00235,15402532,C5U-714,29.17,1,,
00235,15403564,C5U-714,29.17,1,,
00235,15404824,C5U-714,29.17,1,,
00216,14416247,C5U-714,26,1,,
00216,14416905,C5U-714,26,1,,
00235,15401583,C5U-714,29.17,1,,
00216,14412601,C5U-714,26,1,,
00216,14413734,C5U-714,26,1,,
00216,14415070,C5U-714,26,1,,
00216,14409036,C5U-714,26,1,,
00216,14410536,C5U-714,26,1,,
00216,14411690,C5U-714,26,1,,
00216,14405231,C5U-714,26,1,,
00216,14406625,C5U-714,26,1,,
00216,14407744,C5U-714,26,1,,
00188,13408270,C5U-714,26,1,,
00188,13408929,C5U-714,26,1,,
00216,14404137,C5U-714,26,1,,
00188,13406219,C5U-714,26,1,,
00188,13406834,C5U-714,26,1,,
00188,13407564,C5U-714,26,1,,
00188,13403729,C5U-714,26,1,,
00188,13404408,C5U-714,26,1,,
00188,13405227,C5U-714,26,1,,
00188,13401586,C5U-714,26,1,,
00188,13402217,C5U-714,26,1,,
00188,13402958,C5U-714,26,1,,
00167,12408200,C5U-714,9.25,2,,
00167,12408914,C5U-714,9.25,2,,
00188,13400854,C5U-714,26,1,,
00167,12403243,C5U-714,9.25,2,,
00167,12403371,C5U-714,0,2,,
00167,12407439,C5U-714,9.25,2,,
00167,12400829,C5U-714,9.25,2,,
00167,12401657,C5U-714,9.25,2,,
00167,12402515,C5U-714,9.25,2,,
00145,11414002,C5U-714,9.25,2,,
00145,11415193,C5U-714,9.25,2,,
00167,12400053,C5U-714,9.25,2,,
00145,11411503,C5U-714,9.25,2,,
00145,11412398,C5U-714,9.25,2,,
00145,11413265,C5U-714,9.25,2,,
00145,11408141,C5U-714,9.25,2,,
00145,11409208,C5U-714,9.25,2,,
00145,11410285,C5U-714,9.25,2,,
00145,11402833,C5U-714,9.25,2,,
00145,11405738,C5U-714,9.25,2,,
00145,11406784,C5U-714,9.25,2,,
00120,10408701,C5U-714,9.25,2,,
00120,11400893,C5U-714,9.25,2,,
00145,11402546,C5U-714,9.25,2,,
00120,10404249,C5U-714,9.25,2,,
00120,10405700,C5U-714,9.25,2,,
00120,10407005,C5U-714,9.25,2,,
00120,10004782,C5U-714,9.25,2,,
00120,10401134,C5U-714,9.25,2,,
00120,10402644,C5U-714,9.25,2,,
00120,20297511,C5U-714,9.25,2,,
00079,20913749,C5U-714,9.17,2,,
00079,20915694,C5U-714,9.17,2,,
00079,20099764,C5U-714,9.17,2,,
00079,20912109,C5U-714,9.17,2,,
00120,20296361,C5U-714,9.25,2,,
00079,20096306,C5U-714,9.17,2,,
00079,20693580,C5U-714,9.17,2,,
00079,20098169,C5U-714,9.17,2,,
00079,20095006,C5U-714,9.17,2,,
00120,20493675,C5U-714,9.25,2,,
00079,20592484,C5U-714,9.17,2,,
00079,20092006,C5U-714,9.17,2,,
00079,20092526,C5U-714,9.17,2,,
00079,20093486,C5U-714,9.17,2,,
00004,79681,C5U-714,8.33,2,,
00004,81553,C5U-714,8.33,2,,
00004,90203538,C5U-714,8.33,2,,
00188,13402732,C5P-756,26,1,,
00188,13403010,C5P-756,26,1,,
00167,12403248,C5P-756,9.25,2,,
00167,12407443,C5P-756,9.25,2,,
00167,12408205,C5P-756,9.25,2,,
00167,12400834,C5P-756,9.25,2,,
00167,12401662,C5P-756,9.25,2,,
00167,12402520,C5P-756,9.25,2,,
00145,11414007,C5P-756,9.25,2,,
00145,11415198,C5P-756,9.25,2,,
00167,12400058,C5P-756,9.25,2,,
00145,11411508,C5P-756,9.25,2,,
00145,11412403,C5P-756,9.25,2,,
00145,11413270,C5P-756,9.25,2,,
00145,11408146,C5P-756,9.25,2,,
00145,11409213,C5P-756,9.25,2,,
00145,11410290,C5P-756,9.25,2,,
00145,11402838,C5P-756,9.25,2,,
00145,11405743,C5P-756,9.25,2,,
00145,11406789,C5P-756,9.25,2,,
00120,10408706,C5P-756,9.25,2,,
00120,11400898,C5P-756,9.25,2,,
00145,11402551,C5P-756,9.25,2,,
00120,10404254,C5P-756,9.25,2,,
00120,10405705,C5P-756,9.25,2,,
00120,10407010,C5P-756,9.25,2,,
00120,10004787,C5P-756,9.25,2,,
00120,10401139,C5P-756,9.25,2,,
00120,10402649,C5P-756,9.25,2,,
00120,20297516,C5P-756,9.25,2,,
00079,20913755,C5P-756,9.17,2,,
00079,20915700,C5P-756,9.17,2,,
00079,20099770,C5P-756,9.17,2,,
00079,20912115,C5P-756,9.17,2,,
00120,20296367,C5P-756,9.25,2,,
00079,20096312,C5P-756,9.17,2,,
00079,20693586,C5P-756,9.17,2,,
00079,20098175,C5P-756,9.17,2,,
00079,20095012,C5P-756,9.17,2,,
00120,20493681,C5P-756,9.25,2,,
00079,20592490,C5P-756,9.17,2,,
00079,20092012,C5P-756,9.17,2,,
00079,20092532,C5P-756,9.17,2,,
00079,20093492,C5P-756,9.17,2,,
00004,79687,C5P-756,8.33,2,,
00004,81559,C5P-756,8.33,2,,
00004,90203544,C5P-756,8.33,2,,
00266,201811658,V3F-729,29.17,1,,
00266,201747510,V3F-729,29.17,1,,
00266,201751687,V3F-729,29.17,1,,
00266,201806894,V3F-729,29.17,1,,
00266,201733066,V3F-729,29.17,1,,
00266,201738161,V3F-729,29.17,1,,
00266,201746258,V3F-729,29.17,1,,
00254,201718811,V3F-729,29.17,1,,
00254,201722668,V3F-729,29.17,1,,
00254,201726847,V3F-729,29.17,1,,
00254,201707069,V3F-729,29.17,1,,
00254,201710221,V3F-729,29.17,1,,
00254,201714638,V3F-729,29.17,1,,
00254,16418228,V3F-729,29.17,1,,
00254,16420777,V3F-729,29.17,1,,
00254,16423426,V3F-729,29.17,1,,
00235,16405919,V3F-729,29.17,1,,
00254,16410090,V3F-729,29.17,1,,
00254,16413384,V3F-729,29.17,1,,
00235,15412629,V3F-729,29.17,1,,
00235,15414832,V3F-729,29.17,1,,
00235,15417159,V3F-729,29.17,1,,
00235,15407669,V3F-729,29.17,1,,
00235,15409642,V3F-729,29.17,1,,
00235,15410807,V3F-729,29.17,1,,
00235,15403594,V3F-729,29.17,1,,
00235,15404853,V3F-729,29.17,1,,
00235,15406002,V3F-729,29.17,1,,
00216,14416935,V3F-729,26,1,,
00235,15401613,V3F-729,29.17,1,,
00235,15402562,V3F-729,29.17,1,,
00216,14413765,V3F-729,26,1,,
00216,14415099,V3F-729,26,1,,
00216,14416277,V3F-729,26,1,,
00216,14410567,V3F-729,26,1,,
00216,14411721,V3F-729,26,1,,
00216,14412632,V3F-729,26,1,,
00216,14406656,V3F-729,26,1,,
00216,14407774,V3F-729,26,1,,
00216,14409066,V3F-729,26,1,,
00188,13408950,V3F-729,26,1,,
00216,14404170,V3F-729,26,1,,
00216,14405262,V3F-729,26,1,,
00188,13406856,V3F-729,26,1,,
00188,13407585,V3F-729,26,1,,
00188,13408291,V3F-729,26,1,,
00188,13404431,V3F-729,26,1,,
00188,13405255,V3F-729,26,1,,
00188,13406242,V3F-729,26,1,,
00188,13402243,V3F-729,26,1,,
00188,13402983,V3F-729,26,1,,
00188,13403752,V3F-729,26,1,,
00167,12408922,V3F-729,9.25,2,,
00188,13400882,V3F-729,26,1,,
00188,13401612,V3F-729,26,1,,
00167,12403251,V3F-729,9.25,2,,
00167,12407446,V3F-729,9.25,2,,
00167,12408208,V3F-729,9.25,2,,
00167,12400837,V3F-729,9.25,2,,
00167,12401665,V3F-729,9.25,2,,
00167,12402523,V3F-729,9.25,2,,
00145,11414010,V3F-729,9.25,2,,
00145,11415201,V3F-729,9.25,2,,
00167,12400061,V3F-729,9.25,2,,
00145,11411511,V3F-729,9.25,2,,
00145,11412406,V3F-729,9.25,2,,
00145,11413273,V3F-729,9.25,2,,
00145,11408149,V3F-729,9.25,2,,
00145,11409216,V3F-729,9.25,2,,
00145,11410293,V3F-729,9.25,2,,
00145,11402841,V3F-729,9.25,2,,
00145,11405746,V3F-729,9.25,2,,
00145,11406792,V3F-729,9.25,2,,
00120,10408709,V3F-729,9.25,2,,
00120,11400901,V3F-729,9.25,2,,
00145,11402554,V3F-729,9.25,2,,
00120,10404258,V3F-729,9.25,2,,
00120,10405709,V3F-729,9.25,2,,
00120,10407014,V3F-729,9.25,2,,
00120,10004790,V3F-729,9.25,2,,
00120,10401143,V3F-729,9.25,2,,
00120,10402653,V3F-729,9.25,2,,
00120,20297520,V3F-729,9.25,2,,
00079,20913760,V3F-729,9.17,2,,
00079,20915704,V3F-729,9.17,2,,
00079,20099775,V3F-729,9.17,2,,
00079,20912120,V3F-729,9.17,2,,
00120,20296371,V3F-729,9.25,2,,
00079,20096318,V3F-729,9.17,2,,
00079,20693590,V3F-729,9.17,2,,
00079,20098179,V3F-729,9.17,2,,
00079,20095018,V3F-729,9.17,2,,
00120,20493685,V3F-729,9.25,2,,
00079,20592494,V3F-729,9.17,2,,
00079,20092018,V3F-729,9.17,2,,
00079,20092538,V3F-729,9.17,2,,
00079,20093498,V3F-729,9.17,2,,
00004,79693,V3F-729,8.33,2,,
00004,81565,V3F-729,8.33,2,,
00004,90203550,V3F-729,8.33,2,,
00266,201738111,A7M-734,29.17,1,,
00266,201746210,A7M-734,29.17,1,,
00254,201722612,A7M-734,29.17,1,,
00254,201726793,A7M-734,29.17,1,,
00266,201733012,A7M-734,29.17,1,,
00254,201710165,A7M-734,29.17,1,,
00254,201714583,A7M-734,29.17,1,,
00254,201718755,A7M-734,29.17,1,,
00254,16420717,A7M-734,29.17,1,,
00254,16423368,A7M-734,29.17,1,,
00254,201707014,A7M-734,29.17,1,,
00254,16410027,A7M-734,29.17,1,,
00254,16413327,A7M-734,29.17,1,,
00254,16418167,A7M-734,29.17,1,,
00235,15414788,A7M-734,29.17,1,,
00235,15417115,A7M-734,29.17,1,,
00235,16405875,A7M-734,29.17,1,,
00235,15409601,A7M-734,29.17,1,,
00235,15410763,A7M-734,29.17,1,,
00235,15412585,A7M-734,29.17,1,,
00235,15404807,A7M-734,29.17,1,,
00235,15405960,A7M-734,29.17,1,,
00235,15407629,A7M-734,29.17,1,,
00235,15401566,A7M-734,29.17,1,,
00235,15402515,A7M-734,29.17,1,,
00235,15403547,A7M-734,29.17,1,,
00216,14415054,A7M-734,26,1,,
00216,14416230,A7M-734,26,1,,
00216,14416888,A7M-734,26,1,,
00216,14411672,A7M-734,26,1,,
00216,14412583,A7M-734,26,1,,
00216,14413717,A7M-734,26,1,,
00216,14407725,A7M-734,26,1,,
00216,14409017,A7M-734,26,1,,
00216,14410517,A7M-734,26,1,,
00216,14404117,A7M-734,26,1,,
00216,14405211,A7M-734,26,1,,
00216,14406606,A7M-734,26,1,,
00188,13407546,A7M-734,26,1,,
00188,13408253,A7M-734,26,1,,
00188,13408911,A7M-734,26,1,,
00188,13405207,A7M-734,26,1,,
00188,13406200,A7M-734,26,1,,
00188,13406817,A7M-734,26,1,,
00188,13402939,A7M-734,26,1,,
00188,13403710,A7M-734,26,1,,
00188,13404389,A7M-734,26,1,,
00188,13400834,A7M-734,26,1,,
00188,13401566,A7M-734,26,1,,
00188,13402197,A7M-734,26,1,,
00167,12407452,A7M-734,9.25,2,,
00167,12408215,A7M-734,9.25,2,,
00167,12408929,A7M-734,9.25,2,,
00167,12402530,A7M-734,9.25,2,,
00167,12403258,A7M-734,9.25,2,,
00167,12406647,A7M-734,9.25,2,,
00167,12400068,A7M-734,9.25,2,,
00167,12400844,A7M-734,9.25,2,,
00167,12401672,A7M-734,9.25,2,,
00145,11413279,A7M-734,9.25,2,,
00145,11414017,A7M-734,9.25,2,,
00145,11415208,A7M-734,9.25,2,,
00145,11410301,A7M-734,9.25,2,,
00145,11411519,A7M-734,9.25,2,,
00145,11412412,A7M-734,9.25,2,,
00145,11406801,A7M-734,9.25,2,,
00145,11408156,A7M-734,9.25,2,,
00145,11409224,A7M-734,9.25,2,,
00145,11402563,A7M-734,9.25,2,,
00145,11402850,A7M-734,9.25,2,,
00145,11405755,A7M-734,9.25,2,,
00120,10407023,A7M-734,9.25,2,,
00120,10408718,A7M-734,9.25,2,,
00120,11400910,A7M-734,9.25,2,,
00120,10402662,A7M-734,9.25,2,,
00120,10404267,A7M-734,9.25,2,,
00120,10405718,A7M-734,9.25,2,,
00079,20915714,A7M-734,9.17,2,,
00120,10004799,A7M-734,9.25,2,,
00120,10401153,A7M-734,9.25,2,,
00120,20296381,A7M-734,9.25,2,,
00120,20297530,A7M-734,9.25,2,,
00079,20913770,A7M-734,9.17,2,,
00079,20098190,A7M-734,9.17,2,,
00079,20099785,A7M-734,9.17,2,,
00079,20912130,A7M-734,9.17,2,,
00079,20592504,A7M-734,9.17,2,,
00079,20096329,A7M-734,9.17,2,,
00079,20693600,A7M-734,9.17,2,,
00079,20094079,A7M-734,9.17,2,,
00079,20095029,A7M-734,9.17,2,,
00120,20493751,A7M-734,9.25,2,,
00079,20092029,A7M-734,9.17,2,,
00079,20092549,A7M-734,9.17,2,,
00079,20093509,A7M-734,9.17,2,,
00004,79705,A7M-734,8.33,2,,
00004,81576,A7M-734,8.33,2,,
00004,90203561,A7M-734,8.33,2,,
00269,201808298,A5Y-752,28.33,1,,
00257,201746448,A5Y-752,31.67,1,,
00257,201750648,A5Y-752,31.67,1,,
00269,201805529,A5Y-752,28.33,1,,
00257,201730114,A5Y-752,31.67,1,,
00257,201736709,A5Y-752,31.67,1,,
00257,201746017,A5Y-752,31.67,1,,
00257,201716655,A5Y-752,31.67,1,,
00257,201720750,A5Y-752,31.67,1,,
00257,201724121,A5Y-752,31.67,1,,
00257,201706010,A5Y-752,31.67,1,,
00257,201709667,A5Y-752,31.67,1,,
00257,201713144,A5Y-752,31.67,1,,
00241,16419754,A5Y-752,36.25,1,,
00241,16422959,A5Y-752,36.25,1,,
00257,201702959,A5Y-752,31.67,1,,
00241,16408575,A5Y-752,36.25,1,,
00241,16413091,A5Y-752,36.25,1,,
00241,16416551,A5Y-752,36.25,1,,
00241,15413932,A5Y-752,36.25,1,,
00241,15415951,A5Y-752,36.25,1,,
00241,16403825,A5Y-752,36.25,1,,
00241,15409018,A5Y-752,36.25,1,,
00241,15410114,A5Y-752,36.25,1,,
00241,15411881,A5Y-752,36.25,1,,
00222,14414514,A5Y-752,36.25,1,,
00222,14416064,A5Y-752,253.75,1,,
00241,15406707,A5Y-752,36.25,1,,
00222,14411514,A5Y-752,36.25,1,,
00222,14412375,A5Y-752,36.25,1,,
00222,14413297,A5Y-752,36.25,1,,
00200,13408060,A5Y-752,34.4,1,,
00200,13408729,A5Y-752,34.4,1,,
00222,14409824,A5Y-752,36.25,1,,
00200,13406015,A5Y-752,34.4,1,,
00200,13406732,A5Y-752,34.4,1,,
00200,13407372,A5Y-752,34.4,1,,
00173,12408698,A5Y-752,11.25,2,,
00200,13403598,A5Y-752,34.37,1,,
00200,13404238,A5Y-752,34.4,1,,
00173,12406421,A5Y-752,11.25,2,,
00173,12407295,A5Y-752,11.25,2,,
00173,12407972,A5Y-752,11.25,2,,
00173,12403851,A5Y-752,11.25,2,,
00173,12404659,A5Y-752,11.25,2,,
00173,12405596,A5Y-752,11.25,2,,
00151,11413961,A5Y-752,11.42,2,,
00151,11414880,A5Y-752,11.42,2,,
00151,11415973,A5Y-752,5,2,,
00151,11410051,A5Y-752,11.42,2,,
00151,11411090,A5Y-752,11.42,2,,
00151,11412089,A5Y-752,11.42,2,,
00151,11003965,A5Y-752,11.42,2,,
00127,11405359,A5Y-752,24.17,2,,
00151,11408911,A5Y-752,11.42,2,,
00127,11401724,A5Y-752,24.17,2,,
00127,11403368,A5Y-752,24.17,2,,
00127,11404533,A5Y-752,24.17,2,,
00127,10408237,A5Y-752,24.17,2,,
00127,10409496,A5Y-752,24.17,2,,
00127,10410733,A5Y-752,24.17,2,,
00127,10403951,A5Y-752,24.17,2,,
00127,10406059,A5Y-752,24.17,2,,
00127,10407339,A5Y-752,24.17,2,,
00094,10400239,A5Y-752,11.25,2,,
00094,10400736,A5Y-752,11.25,2,,
00094,10402319,A5Y-752,11.25,2,,
00216,14404183,Y1P-096,26,1,,
00216,14405275,Y1P-096,26,1,,
00188,13407582,Y1P-096,26,1,,
00188,13408288,Y1P-096,26,1,,
00188,13408947,Y1P-096,26,1,,
00188,13405251,Y1P-096,26,1,,
00188,13406239,Y1P-096,26,1,,
00188,13406853,Y1P-096,26,1,,
00188,13402979,Y1P-096,26,1,,
00188,13403749,Y1P-096,26,1,,
00188,13404428,Y1P-096,26,1,,
00188,13400878,Y1P-096,26,1,,
00188,13401608,Y1P-096,26,1,,
00188,13402239,Y1P-096,26,1,,
00167,12407751,Y1P-096,9.25,2,,
00167,12408202,Y1P-096,9.25,2,,
00167,12408916,Y1P-096,9.25,2,,
00167,12401659,Y1P-096,9.25,2,,
00167,12402517,Y1P-096,9.25,2,,
00167,12403245,Y1P-096,9.25,2,,
00145,11415195,Y1P-096,9.25,2,,
00167,12400055,Y1P-096,9.25,2,,
00167,12400831,Y1P-096,9.25,2,,
00145,11412400,Y1P-096,9.25,2,,
00145,11413267,Y1P-096,9.25,2,,
00145,11414004,Y1P-096,9.25,2,,
00145,11409210,Y1P-096,9.25,2,,
00145,11410287,Y1P-096,9.25,2,,
00145,11411505,Y1P-096,9.25,2,,
00145,11405740,Y1P-096,9.25,2,,
00145,11406786,Y1P-096,9.25,2,,
00145,11408143,Y1P-096,9.25,2,,
00120,11400895,Y1P-096,9.25,2,,
00145,11402548,Y1P-096,9.25,2,,
00145,11402835,Y1P-096,9.25,2,,
00120,10405702,Y1P-096,9.25,2,,
00120,10407007,Y1P-096,9.25,2,,
00120,10408703,Y1P-096,9.25,2,,
00120,10401136,Y1P-096,9.25,2,,
00120,10402646,Y1P-096,9.25,2,,
00120,10404251,Y1P-096,9.25,2,,
00079,20913751,Y1P-096,9.17,2,,
00079,20915696,Y1P-096,9.17,2,,
00120,10004784,Y1P-096,9.25,2,,
00079,20912111,Y1P-096,9.17,2,,
00120,20296363,Y1P-096,9.25,2,,
00120,20297513,Y1P-096,9.25,2,,
00079,20693582,Y1P-096,9.17,2,,
00079,20098171,Y1P-096,9.17,2,,
00079,20099766,Y1P-096,9.17,2,,
00120,20493677,Y1P-096,9.25,2,,
00079,20592486,Y1P-096,9.17,2,,
00079,20096308,Y1P-096,9.17,2,,
00079,20092528,Y1P-096,9.17,2,,
00079,20093488,Y1P-096,9.17,2,,
00079,20095008,Y1P-096,9.17,2,,
00004,81555,Y1P-096,8.33,2,,
00004,90203540,Y1P-096,8.33,2,,
00079,20092008,Y1P-096,9.17,2,,
00254,16418165,A5Q-783,29.17,1,,
00254,16420715,A5Q-783,29.17,1,,
00235,16405873,A5Q-783,29.17,1,,
00254,16410025,A5Q-783,29.17,1,,
00254,16413325,A5Q-783,29.17,1,,
00235,15412583,A5Q-783,29.17,1,,
00235,15414786,A5Q-783,29.17,1,,
00235,15417113,A5Q-783,29.17,1,,
00235,15407627,A5Q-783,29.17,1,,
00235,15409599,A5Q-783,29.17,1,,
00235,15410761,A5Q-783,29.17,1,,
00235,15403545,A5Q-783,29.17,1,,
00235,15404805,A5Q-783,29.17,1,,
00235,15405958,A5Q-783,29.17,1,,
00216,14416886,A5Q-783,26,1,,
00235,15401564,A5Q-783,29.17,1,,
00235,15402513,A5Q-783,29.17,1,,
00216,14413714,A5Q-783,26,1,,
00216,14415051,A5Q-783,26,1,,
00216,14416227,A5Q-783,26,1,,
00216,14410514,A5Q-783,26,1,,
00216,14411669,A5Q-783,26,1,,
00216,14412580,A5Q-783,26,1,,
00216,14406603,A5Q-783,26,1,,
00216,14407722,A5Q-783,26,1,,
00216,14409014,A5Q-783,26,1,,
00188,13408908,A5Q-783,26,1,,
00216,14404114,A5Q-783,26,1,,
00216,14405208,A5Q-783,26,1,,
00188,13406814,A5Q-783,26,1,,
00188,13407543,A5Q-783,26,1,,
00188,13408250,A5Q-783,26,1,,
00188,13404386,A5Q-783,26,1,,
00188,13405204,A5Q-783,26,1,,
00188,13406197,A5Q-783,26,1,,
00188,13402194,A5Q-783,26,1,,
00188,13402936,A5Q-783,26,1,,
00188,13403707,A5Q-783,26,1,,
00167,12408917,A5Q-783,9.25,2,,
00188,13400830,A5Q-783,26,1,,
00188,13401563,A5Q-783,26,1,,
00167,12403246,A5Q-783,9.25,2,,
00167,12407441,A5Q-783,9.25,2,,
00167,12408203,A5Q-783,9.25,2,,
00167,12400832,A5Q-783,9.25,2,,
00167,12401660,A5Q-783,9.25,2,,
00167,12402518,A5Q-783,9.25,2,,
00145,11414005,A5Q-783,9.25,2,,
00145,11415196,A5Q-783,9.25,2,,
00167,12400056,A5Q-783,9.25,2,,
00145,11411506,A5Q-783,9.25,2,,
00145,11412401,A5Q-783,9.25,2,,
00145,11413268,A5Q-783,9.25,2,,
00145,11408144,A5Q-783,9.25,2,,
00145,11409211,A5Q-783,9.25,2,,
00145,11410288,A5Q-783,9.25,2,,
00145,11402836,A5Q-783,9.25,2,,
00145,11405741,A5Q-783,9.25,2,,
00145,11406787,A5Q-783,9.25,2,,
00120,10408704,A5Q-783,9.25,2,,
00120,11400896,A5Q-783,9.25,2,,
00145,11402549,A5Q-783,9.25,2,,
00120,10404252,A5Q-783,9.25,2,,
00120,10405703,A5Q-783,9.25,2,,
00120,10407008,A5Q-783,9.25,2,,
00120,10004785,A5Q-783,9.25,2,,
00120,10401137,A5Q-783,9.25,2,,
00120,10402647,A5Q-783,9.25,2,,
00120,20297514,A5Q-783,9.25,2,,
00079,20913753,A5Q-783,9.17,2,,
00079,20915698,A5Q-783,9.17,2,,
00079,20099768,A5Q-783,9.17,2,,
00079,20912113,A5Q-783,9.17,2,,
00120,20296365,A5Q-783,9.25,2,,
00079,20096310,A5Q-783,9.17,2,,
00079,20693584,A5Q-783,9.17,2,,
00079,20098173,A5Q-783,9.17,2,,
00079,20095010,A5Q-783,9.17,2,,
00120,20493679,A5Q-783,9.25,2,,
00079,20592488,A5Q-783,9.17,2,,
00079,20092010,A5Q-783,9.17,2,,
00079,20092530,A5Q-783,9.17,2,,
00079,20093490,A5Q-783,9.17,2,,
00004,78839,A5Q-783,8.33,2,,
00004,81557,A5Q-783,8.33,2,,
00004,90203542,A5Q-783,8.33,2,,
00235,16405921,W1G-701,29.17,1,,
00235,15412631,W1G-701,29.17,1,,
00235,15414834,W1G-701,29.17,1,,
00235,15417161,W1G-701,29.17,1,,
00235,15407671,W1G-701,29.17,1,,
00235,15409644,W1G-701,29.17,1,,
00235,15410809,W1G-701,29.17,1,,
00235,15403596,W1G-701,29.17,1,,
00235,15404855,W1G-701,29.17,1,,
00235,15406004,W1G-701,29.17,1,,
00216,14416937,W1G-701,26,1,,
00235,15401615,W1G-701,29.17,1,,
00235,15402564,W1G-701,29.17,1,,
00216,14413767,W1G-701,26,1,,
00216,14415101,W1G-701,26,1,,
00216,14416279,W1G-701,26,1,,
00216,14410569,W1G-701,26,1,,
00216,14411723,W1G-701,26,1,,
00216,14412634,W1G-701,26,1,,
00216,14406658,W1G-701,26,1,,
00216,14407776,W1G-701,26,1,,
00216,14409068,W1G-701,26,1,,
00188,13408951,W1G-701,26,1,,
00216,14404172,W1G-701,26,1,,
00216,14405264,W1G-701,26,1,,
00188,13406857,W1G-701,26,1,,
00188,13407586,W1G-701,26,1,,
00188,13408292,W1G-701,26,1,,
00188,13404432,W1G-701,26,1,,
00188,13405256,W1G-701,26,1,,
00188,13406243,W1G-701,26,1,,
00188,13402244,W1G-701,26,1,,
00188,13402984,W1G-701,26,1,,
00188,13403753,W1G-701,26,1,,
00167,12408921,W1G-701,9.25,2,,
00188,13400884,W1G-701,26,1,,
00188,13401613,W1G-701,26,1,,
00167,12403250,W1G-701,9.25,2,,
00167,12407445,W1G-701,9.25,2,,
00167,12408207,W1G-701,9.25,2,,
