ncontrato,ncat,regist,cuotamensual,opcionmoneda,,
00130,11406308,B0W-707,12.5,2,,
00130,11407557,B0W-707,12.5,2,,
00130,11408629,B0W-707,12.5,2,,
00130,11403703,B0W-707,12.5,2,,
00130,11404215,B0W-707,12.5,2,,
00130,11405016,B0W-707,12.5,2,,
00130,10409111,B0W-707,12.5,2,,
00130,10410316,B0W-707,12.5,2,,
00130,11403115,B0W-707,12.5,2,,
00130,10405192,B0W-707,12.5,2,,
00130,10406541,B0W-707,12.5,2,,
00130,10407944,B0W-707,12.5,2,,
00095,10400449,B0W-707,12.5,2,,
00095,10401769,B0W-707,12.5,2,,
00095,10403294,B0W-707,12.5,2,,
00095,20914331,B0W-707,12.5,2,,
00095,21912556,B0W-707,12.5,2,,
00095,20791203,B0W-707,12.5,2,,
00095,20910446,B0W-707,12.5,2,,
00095,20912352,B0W-707,12.5,2,,
00095,20694351,B0W-707,12.5,2,,
00095,20295736,B0W-707,12.5,2,,
00006,20096996,B0W-707,8.33,2,,
00095,20098730,B0W-707,12.5,2,,
00006,20194411,B0W-707,8.33,2,,
00095,20492616,B0W-707,12.5,2,,
00006,20095619,B0W-707,8.33,2,,
00006,90401622,B0W-707,8.33,2,,
00006,90302213,B0W-707,8.33,2,,
00006,90601610,B0W-707,8.33,2,,
00006,78746,B0W-707,8.33,2,,
00006,80634,B0W-707,8.33,2,,
00006,90402668,B0W-707,8.33,2,,
00258,201751546,A6F-710,54.17,1,,
00258,201739962,A6F-710,54.17,1,,
00258,201746512,A6F-710,54.17,1,,
00258,201749036,A6F-710,54.17,1,,
00258,201723824,A6F-710,54.17,1,,
00258,201728661,A6F-710,54.17,1,,
00258,201734819,A6F-710,54.17,1,,
00258,201712456,A6F-710,0,1,,
00258,201715938,A6F-710,54.17,1,,
00258,201720610,A6F-710,54.17,1,,
00258,201705351,A6F-710,54.17,1,,
00258,201708195,A6F-710,54.17,1,,
00258,201712377,A6F-710,54.17,1,,
00245,16419214,A6F-710,54.17,1,,
00245,16421702,A6F-710,54.17,1,,
00245,16423892,A6F-710,54.17,1,,
00245,16407714,A6F-710,54.17,1,,
00245,16411773,A6F-710,54.17,1,,
00245,16415044,A6F-710,54.17,1,,
00245,15413335,A6F-710,54.17,1,,
00245,15415014,A6F-710,54.17,1,,
00245,15417914,A6F-710,54.17,1,,
00245,15408663,A6F-710,54.17,1,,
00245,15409920,A6F-710,54.17,1,,
00245,15411613,A6F-710,54.17,1,,
00223,15404191,A6F-710,10.83,2,,
00223,15405376,A6F-710,10.83,2,,
00223,15406411,A6F-710,10.83,2,,
00223,15400978,A6F-710,10.83,2,,
00223,15402128,A6F-710,10.83,2,,
00223,15403177,A6F-710,10.83,2,,
00223,14414268,A6F-710,10.83,2,,
00223,14415747,A6F-710,10.83,2,,
00223,14416606,A6F-710,10.83,2,,
00223,14411319,A6F-710,10.83,2,,
00223,14412039,A6F-710,10.83,2,,
00223,14413119,A6F-710,10.83,2,,
00201,14407096,A6F-710,10.83,2,,
00201,14408434,A6F-710,10.83,2,,
00201,14409541,A6F-710,10.83,2,,
00201,14403218,A6F-710,10.83,2,,
00201,14404649,A6F-710,10.83,2,,
00201,14405535,A6F-710,10.83,2,,
00201,13407154,A6F-710,10.83,2,,
00201,13407834,A6F-710,10.83,2,,
00201,13408528,A6F-710,10.83,2,,
00201,13404774,A6F-710,10.83,2,,
00176,13405518,A6F-710,10.83,2,,
00201,13406491,A6F-710,10.83,2,,
00176,13402518,A6F-710,10.83,2,,
00176,13403267,A6F-710,10.83,2,,
00201,13404025,A6F-710,10.83,2,,
00176,13400443,A6F-710,10.83,2,,
00176,13401187,A6F-710,10.83,2,,
00176,13401747,A6F-710,10.83,2,,
00176,12407034,A6F-710,10.83,2,,
00176,12407773,A6F-710,10.83,2,,
00176,12408525,A6F-710,10.83,2,,
00176,12404486,A6F-710,10.83,2,,
00176,12405320,A6F-710,10.83,2,,
00176,12406196,A6F-710,10.83,2,,
00154,12401970,A6F-710,10.83,2,,
00154,12402796,A6F-710,10.83,2,,
00154,12403677,A6F-710,10.83,2,,
00154,11415512,A6F-710,10.83,2,,
00154,12400339,A6F-710,10.83,2,,
00154,12401201,A6F-710,10.83,2,,
00154,11412626,A6F-710,10.83,2,,
00154,11413605,A6F-710,10.83,2,,
00154,11414605,A6F-710,10.83,2,,
00154,11409809,A6F-710,10.83,2,,
00154,11410763,A6F-710,10.83,2,,
00154,11411751,A6F-710,10.83,2,,
00130,11406309,A6F-710,12.5,2,,
00130,11407558,A6F-710,12.5,2,,
00130,11408630,A6F-710,12.5,2,,
00130,11403704,A6F-710,12.5,2,,
00130,11404216,A6F-710,12.5,2,,
00130,11405017,A6F-710,12.5,2,,
00130,10409112,A6F-710,12.5,2,,
00130,10410317,A6F-710,12.5,2,,
00130,11403116,A6F-710,12.5,2,,
00130,10405193,A6F-710,12.5,2,,
00130,10406542,A6F-710,12.5,2,,
00130,10407945,A6F-710,12.5,2,,
00095,10400450,A6F-710,12.5,2,,
00095,10401770,A6F-710,12.5,2,,
00095,10403295,A6F-710,12.5,2,,
00095,20914332,A6F-710,12.5,2,,
00095,21912557,A6F-710,12.5,2,,
00095,20791204,A6F-710,12.5,2,,
00095,20910447,A6F-710,12.5,2,,
00095,20912353,A6F-710,12.5,2,,
00095,20694352,A6F-710,12.5,2,,
00095,20492617,A6F-710,12.5,2,,
00095,20295737,A6F-710,12.5,2,,
00095,20098731,A6F-710,12.5,2,,
00154,11415513,RGM-844,10.83,2,,
00154,12400340,RGM-844,10.83,2,,
00154,12401202,RGM-844,10.83,2,,
00154,11412627,RGM-844,10.83,2,,
00154,11413606,RGM-844,10.83,2,,
00154,11414606,RGM-844,10.83,2,,
00154,11409810,RGM-844,10.83,2,,
00154,11410764,RGM-844,10.83,2,,
00154,11411752,RGM-844,10.83,2,,
00130,11406310,RGM-844,12.5,2,,
00130,11407559,RGM-844,12.5,2,,
00130,11408631,RGM-844,12.5,2,,
00130,11403705,RGM-844,12.5,2,,
00130,11404217,RGM-844,12.5,2,,
00130,11405018,RGM-844,12.5,2,,
00130,10409113,RGM-844,12.5,2,,
00130,10410318,RGM-844,12.5,2,,
00130,11403117,RGM-844,12.5,2,,
00130,10405194,RGM-844,12.5,2,,
00130,10406543,RGM-844,12.5,2,,
00130,10407946,RGM-844,12.5,2,,
00095,10400451,RGM-844,12.5,2,,
00095,10401771,RGM-844,12.5,2,,
00095,10403296,RGM-844,12.5,2,,
00095,20914333,RGM-844,12.5,2,,
00095,21912558,RGM-844,12.5,2,,
00095,20791205,RGM-844,12.5,2,,
00095,20910448,RGM-844,12.5,2,,
00095,20912354,RGM-844,12.5,2,,
00095,20694353,RGM-844,12.5,2,,
00095,20295738,RGM-844,12.5,2,,
00006,20096998,RGM-844,8.33,2,,
00095,20098732,RGM-844,12.5,2,,
00006,20194413,RGM-844,8.33,2,,
00095,20492618,RGM-844,12.5,2,,
00006,20095621,RGM-844,8.33,2,,
00006,90401624,RGM-844,8.33,2,,
00006,90302215,RGM-844,8.33,2,,
00006,90601612,RGM-844,8.33,2,,
00006,78748,RGM-844,8.33,2,,
00006,80636,RGM-844,8.33,2,,
00006,90402670,RGM-844,8.33,2,,
00154,11415514,RGQ-457,10.83,2,,
00154,12400341,RGQ-457,10.83,2,,
00154,12401203,RGQ-457,10.83,2,,
00154,11412628,RGQ-457,10.83,2,,
00154,11413607,RGQ-457,10.83,2,,
00154,11414607,RGQ-457,10.83,2,,
00154,11409811,RGQ-457,10.83,2,,
00154,11410765,RGQ-457,10.83,2,,
00154,11411753,RGQ-457,10.83,2,,
00130,11406311,RGQ-457,12.5,2,,
00130,11407560,RGQ-457,12.5,2,,
00130,11408632,RGQ-457,12.5,2,,
00130,11403706,RGQ-457,12.5,2,,
00130,11404218,RGQ-457,12.5,2,,
00130,11405019,RGQ-457,12.5,2,,
00130,10409114,RGQ-457,12.5,2,,
00130,10410319,RGQ-457,12.5,2,,
00130,11403118,RGQ-457,12.5,2,,
00130,10405195,RGQ-457,12.5,2,,
00130,10406544,RGQ-457,12.5,2,,
00130,10407947,RGQ-457,12.5,2,,
00095,10400452,RGQ-457,12.5,2,,
00095,10401772,RGQ-457,12.5,2,,
00095,10403297,RGQ-457,12.5,2,,
00095,20914334,RGQ-457,12.5,2,,
00095,21912559,RGQ-457,12.5,2,,
00095,20791206,RGQ-457,12.5,2,,
00095,20910449,RGQ-457,12.5,2,,
00095,20912831,RGQ-457,12.5,2,,
00095,20694354,RGQ-457,12.5,2,,
00095,20295739,RGQ-457,12.5,2,,
00006,20097000,RGQ-457,8.33,2,,
00095,20098733,RGQ-457,12.5,2,,
00006,20194415,RGQ-457,8.33,2,,
00095,20492619,RGQ-457,12.5,2,,
00006,20095623,RGQ-457,8.33,2,,
00006,90401628,RGQ-457,8.33,2,,
00006,90302218,RGQ-457,8.33,2,,
00006,90601614,RGQ-457,8.33,2,,
00006,78752,RGQ-457,8.33,2,,
00006,80640,RGQ-457,8.33,2,,
00006,90402672,RGQ-457,8.33,2,,
00201,13404857,V1P-705,10.83,2,,
00176,13405553,V1P-705,10.83,2,,
00201,13406574,V1P-705,10.83,2,,
00176,13402550,V1P-705,10.83,2,,
00176,13403300,V1P-705,10.83,2,,
00201,13404109,V1P-705,10.83,2,,
00176,13400479,V1P-705,10.83,2,,
00176,13401223,V1P-705,10.83,2,,
00176,13402141,V1P-705,10.83,2,,
00176,12407072,V1P-705,10.83,2,,
00176,12407809,V1P-705,10.83,2,,
00176,12408560,V1P-705,10.83,2,,
00176,12404525,V1P-705,10.83,2,,
00176,12405357,V1P-705,10.83,2,,
00176,12406234,V1P-705,10.83,2,,
00154,12401973,V1P-705,10.83,2,,
00154,12402798,V1P-705,10.83,2,,
00154,12403679,V1P-705,10.83,2,,
00154,11415515,V1P-705,10.83,2,,
00154,12400343,V1P-705,10.83,2,,
00154,12401205,V1P-705,10.83,2,,
00154,11412631,V1P-705,10.83,2,,
00154,11413610,V1P-705,10.83,2,,
00154,11414610,V1P-705,10.83,2,,
00154,11409814,V1P-705,10.83,2,,
00154,11410768,V1P-705,10.83,2,,
00154,11411756,V1P-705,10.83,2,,
00130,11406314,V1P-705,12.5,2,,
00130,11407563,V1P-705,12.5,2,,
00130,11408635,V1P-705,12.5,2,,
00130,11403709,V1P-705,12.5,2,,
00130,11404221,V1P-705,12.5,2,,
00130,11405022,V1P-705,12.5,2,,
00130,10409117,V1P-705,12.5,2,,
00130,10410322,V1P-705,12.5,2,,
00130,11403121,V1P-705,12.5,2,,
00130,10405198,V1P-705,12.5,2,,
00130,10406547,V1P-705,12.5,2,,
00130,10407950,V1P-705,12.5,2,,
00095,10400456,V1P-705,12.5,2,,
00095,10401775,V1P-705,12.5,2,,
00095,10403300,V1P-705,12.5,2,,
00095,20914339,V1P-705,12.5,2,,
00095,21912564,V1P-705,12.5,2,,
00095,20791211,V1P-705,12.5,2,,
00095,20910455,V1P-705,12.5,2,,
00095,20912361,V1P-705,12.5,2,,
00095,20694359,V1P-705,12.5,2,,
00095,20295744,V1P-705,12.5,2,,
00006,20097006,V1P-705,8.33,2,,
00095,20098739,V1P-705,12.5,2,,
00006,20194421,V1P-705,8.33,2,,
00095,20492624,V1P-705,12.5,2,,
00006,20095629,V1P-705,8.33,2,,
00006,90401634,V1P-705,8.33,2,,
00006,90302224,V1P-705,8.33,2,,
00006,90601620,V1P-705,8.33,2,,
00006,78759,V1P-705,8.33,2,,
00006,80647,V1P-705,8.33,2,,
00006,90402678,V1P-705,8.33,2,,
00245,15408682,B2T-790,54.17,1,,
00223,15404210,B2T-790,10.83,2,,
00223,15405395,B2T-790,10.83,2,,
00223,15406430,B2T-790,10.83,2,,
00223,15400997,B2T-790,10.83,2,,
00223,15402147,B2T-790,10.83,2,,
00223,15403196,B2T-790,10.83,2,,
00223,14414288,B2T-790,10.83,2,,
00223,14415766,B2T-790,10.83,2,,
00223,14416625,B2T-790,10.83,2,,
00223,14411341,B2T-790,10.83,2,,
00223,14412061,B2T-790,10.83,2,,
00223,14413141,B2T-790,10.83,2,,
00201,14407110,B2T-790,10.83,2,,
00201,14408448,B2T-790,10.83,2,,
00201,14409555,B2T-790,10.83,2,,
00201,14403233,B2T-790,10.83,2,,
00201,14404663,B2T-790,10.83,2,,
00201,14405549,B2T-790,10.83,2,,
00201,13407169,B2T-790,10.83,2,,
00201,13407848,B2T-790,10.83,2,,
00201,13408542,B2T-790,10.83,2,,
00201,13404789,B2T-790,10.83,2,,
00176,13405533,B2T-790,10.83,2,,
00201,13406506,B2T-790,10.83,2,,
00176,13402531,B2T-790,10.83,2,,
00176,13403280,B2T-790,10.83,2,,
00201,13404040,B2T-790,10.83,2,,
00176,13400459,B2T-790,10.83,2,,
00176,13401203,B2T-790,10.83,2,,
00176,13401761,B2T-790,10.83,2,,
00176,12407050,B2T-790,10.83,2,,
00176,12407788,B2T-790,10.83,2,,
00176,12408540,B2T-790,10.83,2,,
00176,12404503,B2T-790,10.83,2,,
00176,12405335,B2T-790,10.83,2,,
00176,12406212,B2T-790,10.83,2,,
00154,12401974,B2T-790,10.83,2,,
00154,12402799,B2T-790,10.83,2,,
00154,12403680,B2T-790,10.83,2,,
00154,11415516,B2T-790,10.83,2,,
00154,12400344,B2T-790,10.83,2,,
00154,12401206,B2T-790,10.83,2,,
00154,11412633,B2T-790,10.83,2,,
00154,11413612,B2T-790,10.83,2,,
00154,11414612,B2T-790,10.83,2,,
00154,11409816,B2T-790,10.83,2,,
00154,11410770,B2T-790,10.83,2,,
00154,11411758,B2T-790,10.83,2,,
00130,11406316,B2T-790,12.5,2,,
00130,11407565,B2T-790,12.5,2,,
00130,11408637,B2T-790,12.5,2,,
00130,11403711,B2T-790,12.5,2,,
00130,11404223,B2T-790,12.5,2,,
00130,11405024,B2T-790,12.5,2,,
00130,10409120,B2T-790,12.5,2,,
00130,10410325,B2T-790,12.5,2,,
00130,11403124,B2T-790,12.5,2,,
00130,10405201,B2T-790,12.5,2,,
00130,10406550,B2T-790,12.5,2,,
00130,10407953,B2T-790,12.5,2,,
00095,10400459,B2T-790,12.5,2,,
00095,10401778,B2T-790,12.5,2,,
00095,10403303,B2T-790,12.5,2,,
00095,20914342,B2T-790,12.5,2,,
00095,21912567,B2T-790,12.5,2,,
00095,20791214,B2T-790,12.5,2,,
00095,20910458,B2T-790,12.5,2,,
00095,20912364,B2T-790,12.5,2,,
00095,20694362,B2T-790,12.5,2,,
00095,20295747,B2T-790,12.5,2,,
00006,20097009,B2T-790,8.33,2,,
00095,20098742,B2T-790,12.5,2,,
00006,20194424,B2T-790,8.33,2,,
00095,20492627,B2T-790,12.5,2,,
00006,20095632,B2T-790,8.33,2,,
00006,90401637,B2T-790,8.33,2,,
00006,90302227,B2T-790,8.33,2,,
00006,90601623,B2T-790,8.33,2,,
00006,78762,B2T-790,8.33,2,,
00006,80650,B2T-790,8.33,2,,
00006,90402681,B2T-790,8.33,2,,
00201,14403241,C7T-740,10.83,2,,
00201,13407179,C7T-740,10.83,2,,
00201,13407858,C7T-740,10.83,2,,
00201,13408552,C7T-740,10.83,2,,
00201,13404799,C7T-740,10.83,2,,
00176,13405554,C7T-740,10.83,2,,
00201,13406516,C7T-740,10.83,2,,
00176,13402551,C7T-740,10.83,2,,
00176,13403301,C7T-740,10.83,2,,
00201,13404050,C7T-740,10.83,2,,
00176,13400480,C7T-740,10.83,2,,
00176,13401224,C7T-740,10.83,2,,
00176,13401781,C7T-740,10.83,2,,
00176,12407073,C7T-740,10.83,2,,
00176,12407810,C7T-740,10.83,2,,
00176,12408561,C7T-740,10.83,2,,
00176,12404526,C7T-740,10.83,2,,
00176,12405358,C7T-740,10.83,2,,
00176,12406235,C7T-740,10.83,2,,
00154,12401976,C7T-740,10.83,2,,
00154,12402800,C7T-740,10.83,2,,
00154,12403681,C7T-740,10.83,2,,
00154,11415517,C7T-740,10.83,2,,
00154,12400346,C7T-740,10.83,2,,
00154,12401208,C7T-740,10.83,2,,
00154,11412635,C7T-740,10.83,2,,
00154,11413614,C7T-740,10.83,2,,
00154,11414614,C7T-740,10.83,2,,
00154,11409818,C7T-740,10.83,2,,
00154,11410772,C7T-740,10.83,2,,
00154,11411760,C7T-740,10.83,2,,
00130,11406318,C7T-740,12.5,2,,
00130,11407567,C7T-740,12.5,2,,
00130,11408639,C7T-740,12.5,2,,
00130,11403713,C7T-740,12.5,2,,
00130,11404225,C7T-740,12.5,2,,
00130,11405026,C7T-740,12.5,2,,
00130,10409122,C7T-740,12.5,2,,
00130,10410327,C7T-740,12.5,2,,
00130,11403126,C7T-740,12.5,2,,
00130,10405203,C7T-740,12.5,2,,
00130,10406552,C7T-740,12.5,2,,
00130,10407955,C7T-740,12.5,2,,
00095,10400461,C7T-740,12.5,2,,
00095,10401780,C7T-740,12.5,2,,
00095,10403305,C7T-740,12.5,2,,
00095,20914344,C7T-740,12.5,2,,
00095,21912569,C7T-740,12.5,2,,
00095,20791216,C7T-740,12.5,2,,
00095,20910460,C7T-740,12.5,2,,
00095,20912834,C7T-740,12.5,2,,
00095,20694364,C7T-740,12.5,2,,
00095,20295749,C7T-740,12.5,2,,
00006,20097011,C7T-740,8.33,2,,
00095,20098744,C7T-740,12.5,2,,
00006,20194426,C7T-740,8.33,2,,
00095,20492629,C7T-740,12.5,2,,
00006,20095634,C7T-740,8.33,2,,
00006,90401639,C7T-740,8.33,2,,
00006,90302229,C7T-740,8.33,2,,
00006,90601625,C7T-740,8.33,2,,
00006,78764,C7T-740,8.33,2,,
00006,80652,C7T-740,8.33,2,,
00006,90402683,C7T-740,8.33,2,,
00176,12408508,A0I-717,10.83,2,,
00176,13400426,A0I-717,10.83,2,,
00176,12406179,A0I-717,10.83,2,,
00176,12407017,A0I-717,10.83,2,,
00176,12407756,A0I-717,10.83,2,,
00154,12403682,A0I-717,10.83,2,,
00176,12404469,A0I-717,10.83,2,,
00176,12405303,A0I-717,10.83,2,,
00154,12401209,A0I-717,10.83,2,,
00154,12401977,A0I-717,10.83,2,,
00154,12402801,A0I-717,10.83,2,,
00154,11414615,A0I-717,10.83,2,,
00154,11415518,A0I-717,10.83,2,,
00154,12400347,A0I-717,10.83,2,,
00154,11411761,A0I-717,10.83,2,,
00154,11412636,A0I-717,10.83,2,,
00154,11413615,A0I-717,10.83,2,,
00130,11408640,A0I-717,12.5,2,,
00154,11409819,A0I-717,10.83,2,,
00154,11410773,A0I-717,10.83,2,,
00130,11405028,A0I-717,12.5,2,,
00130,11406320,A0I-717,12.5,2,,
00130,11407569,A0I-717,12.5,2,,
00130,11403255,A0I-717,5,2,,
00130,11403715,A0I-717,12.5,2,,
00130,11404227,A0I-717,12.5,2,,
00130,10409124,A0I-717,12.5,2,,
00130,10410329,A0I-717,12.5,2,,
00130,11403128,A0I-717,12.5,2,,
00130,10405205,A0I-717,12.5,2,,
00130,10406554,A0I-717,12.5,2,,
00130,10407957,A0I-717,12.5,2,,
00095,10400463,A0I-717,12.5,2,,
00095,10401782,A0I-717,12.5,2,,
00095,10403307,A0I-717,12.5,2,,
00095,20914346,A0I-717,12.5,2,,
00095,21912571,A0I-717,12.5,2,,
00095,20791218,A0I-717,12.5,2,,
00095,20910462,A0I-717,12.5,2,,
00095,20912368,A0I-717,12.5,2,,
00095,20694366,A0I-717,12.5,2,,
00095,20295751,A0I-717,12.5,2,,
00006,20097013,A0I-717,8.33,2,,
00095,20098746,A0I-717,12.5,2,,
00006,20194428,A0I-717,8.33,2,,
00095,20492631,A0I-717,12.5,2,,
00006,20095636,A0I-717,8.33,2,,
00006,90401641,A0I-717,8.33,2,,
00006,90302231,A0I-717,8.33,2,,
00006,90601627,A0I-717,8.33,2,,
00006,78767,A0I-717,8.33,2,,
00006,80655,A0I-717,8.33,2,,
00006,90402685,A0I-717,8.33,2,,
00208,14403102,RO-7042,26.33,1,,
00208,14404513,RO-7042,26.33,1,,
00208,14406042,RO-7042,26.33,1,,
00183,13407277,RO-7042,26.33,1,,
00183,13407951,RO-7042,26.33,1,,
00208,14400046,RO-7042,26.33,1,,
00183,13404891,RO-7042,26.33,1,,
00183,13405692,RO-7042,26.33,1,,
00183,13406456,RO-7042,26.33,1,,
00183,13402710,RO-7042,26.33,1,,
00183,13403388,RO-7042,26.33,1,,
00183,13404141,RO-7042,26.33,1,,
00183,13400349,RO-7042,26.33,1,,
00183,13401314,RO-7042,26.33,1,,
00183,13401895,RO-7042,26.33,1,,
00162,12406987,RO-7042,9.67,2,,
00162,12407661,RO-7042,9.67,1,,
00183,13400034,RO-7042,26.33,1,,
00162,12404421,RO-7042,9.67,2,,
00162,12405277,RO-7042,9.67,2,,
00162,12406160,RO-7042,9.67,2,,
00162,12402115,RO-7042,9.67,2,,
00162,12402937,RO-7042,9.67,2,,
00162,12403651,RO-7042,9.67,2,,
00162,11415470,RO-7042,9.67,2,,
00162,12400316,RO-7042,9.67,2,,
00162,12401174,RO-7042,9.67,2,,
00140,11412860,RO-7042,9.58,2,,
00140,11413792,RO-7042,9.58,2,,
00162,11414453,RO-7042,9.67,2,,
00140,11409732,RO-7042,9.58,2,,
00140,11410955,RO-7042,9.58,2,,
00140,11411983,RO-7042,9.58,2,,
00140,11406284,RO-7042,9.58,2,,
00140,11407436,RO-7042,9.58,2,,
00140,11408247,RO-7042,9.58,2,,
00140,11403084,RO-7042,9.58,2,,
00140,11404383,RO-7042,9.58,2,,
00140,11405216,RO-7042,9.58,2,,
00116,10409324,RO-7042,9.58,2,,
00116,10410274,RO-7042,9.58,2,,
00140,11401577,RO-7042,9.58,2,,
00116,10404892,RO-7042,9.58,2,,
00116,10406460,RO-7042,9.58,2,,
00116,10407911,RO-7042,9.58,2,,
00116,10400427,RO-7042,9.58,2,,
00116,10401744,RO-7042,9.58,2,,
00116,10403709,RO-7042,9.58,2,,
00116,20393795,RO-7042,9.58,2,,
00116,20296981,RO-7042,9.58,2,,
00116,20694584,RO-7042,9.58,2,,
00021,78938,RO-7042,8.33,2,,
00021,80931,RO-7042,8.33,2,,
00116,20492972,RO-7042,9.58,2,,
00162,12406161,RU-2703,9.67,2,,
00162,12406988,RU-2703,9.67,2,,
00162,12407662,RU-2703,9.67,1,,
00162,12403652,RU-2703,9.67,2,,
00162,12404422,RU-2703,9.67,2,,
00162,12405278,RU-2703,9.67,2,,
00162,12401175,RU-2703,9.67,2,,
00162,12402116,RU-2703,9.67,2,,
00162,12402938,RU-2703,9.67,2,,
00162,11414454,RU-2703,9.67,2,,
00162,11415471,RU-2703,9.67,2,,
00162,12400317,RU-2703,9.67,2,,
00229,15401129,RGG-861,26.33,1,,
00229,15405474,RGG-861,79,1,,
00208,14404523,RGG-861,26.33,1,,
00208,14416373,RGG-861,26.33,1,,
00229,14416716,RGG-861,26.33,1,,
00183,13404903,RGG-861,26.33,1,,
00183,13405705,RGG-861,26.33,1,,
00208,14404349,RGG-861,26.33,1,,
00183,13402722,RGG-861,26.33,1,,
00183,13403399,RGG-861,26.33,1,,
00183,13404153,RGG-861,26.33,1,,
00183,13400368,RGG-861,26.33,1,,
00183,13401332,RGG-861,26.33,1,,
00183,13401908,RGG-861,26.33,1,,
00162,12405279,RGG-861,9.67,2,,
00162,12406162,RGG-861,9.67,2,,
00183,13400055,RGG-861,26.33,1,,
00162,12402442,RGG-861,9.67,2,,
00162,12402939,RGG-861,9.67,2,,
00162,12404981,RGG-861,9.67,2,,
00140,11410963,RGG-861,9.58,2,,
00140,11413871,RGG-861,9.58,2,,
00162,11414455,RGG-861,9.67,2,,
00140,11407446,RGG-861,9.58,2,,
00140,11408257,RGG-861,9.58,2,,
00140,11409740,RGG-861,9.58,2,,
00140,11404393,RGG-861,9.58,2,,
00140,11405254,RGG-861,9.58,2,,
00140,11406294,RGG-861,9.58,2,,
00116,10407573,RGG-861,28.74,2,,
00140,11401591,RGG-861,9.58,2,,
00140,11403098,RGG-861,9.58,2,,
00068,20914488,RGG-861,8.33,2,,
00068,20791145,RGG-861,8.33,2,,
00116,10405130,RGG-861,9.58,2,,
00068,20910827,RGG-861,8.33,2,,
00068,20912766,RGG-861,8.33,2,,
00116,20694983,RGG-861,9.58,2,,
00116,20393800,RGG-861,9.58,2,,
00068,20097158,RGG-861,8.33,2,,
00068,20098661,RGG-861,8.33,2,,
00068,20194679,RGG-861,8.33,2,,
00116,20492977,RGG-861,9.58,2,,
00068,20095757,RGG-861,8.33,2,,
00068,90402982,RGG-861,8.33,2,,
00068,90401813,RGG-861,8.33,2,,
00068,90302393,RGG-861,8.33,2,,
00021,78934,RGG-861,8.33,2,,
00021,80927,RGG-861,8.33,2,,
00068,90402557,RGG-861,8.33,2,,
00208,14400089,RIB-869,26.33,1,,
00208,14403110,RIB-869,26.33,1,,
00162,11415473,RIB-869,9.67,2,,
00162,12400318,RIB-869,9.67,2,,
00162,12406893,RIB-869,19.34,2,,
00116,10409308,RIB-869,9.58,2,,
00140,11401592,RIB-869,9.58,2,,
00162,11414456,RIB-869,9.67,2,,
00116,10404875,RIB-869,9.58,2,,
00116,10406443,RIB-869,9.58,2,,
00116,10407895,RIB-869,9.58,2,,
00116,10400409,RIB-869,9.58,2,,
00116,10401726,RIB-869,9.58,2,,
00116,10403691,RIB-869,9.58,2,,
00068,20914473,RIB-869,8.33,2,,
00116,21912522,RIB-869,9.58,2,,
00068,20791130,RIB-869,8.33,2,,
00068,20910811,RIB-869,8.33,2,,
00068,20912750,RIB-869,8.33,2,,
00116,20694498,RIB-869,9.58,2,,
00116,20393776,RIB-869,9.58,2,,
00068,20097142,RIB-869,8.33,2,,
00068,20098645,RIB-869,8.33,2,,
00068,20194662,RIB-869,8.33,2,,
00116,20492953,RIB-869,9.58,2,,
00068,20095741,RIB-869,8.33,2,,
00068,90402965,RIB-869,8.33,2,,
00068,90401795,RIB-869,8.33,2,,
00068,90302375,RIB-869,8.33,2,,
00021,78924,RIB-869,8.33,2,,
00021,80917,RIB-869,8.33,2,,
00068,90402539,RIB-869,8.33,2,,
00229,14416703,A3T-707,26.33,1,,
00229,15401117,A3T-707,26.33,1,,
00208,14412947,A3T-707,26.33,1,,
00208,14414400,A3T-707,26.33,1,,
00208,14415699,A3T-707,26.33,1,,
00208,14409504,A3T-707,26.33,1,,
00208,14410935,A3T-707,26.33,1,,
00208,14411980,A3T-707,26.33,1,,
00208,14406033,A3T-707,26.33,1,,
00208,14407035,A3T-707,26.33,1,,
00208,14408580,A3T-707,26.33,1,,
00208,14400034,A3T-707,26.33,1,,
00208,14403092,A3T-707,26.33,1,,
00208,14404503,A3T-707,26.33,1,,
00183,13406457,A3T-707,26.33,1,,
00183,13407278,A3T-707,26.33,1,,
00183,13407952,A3T-707,26.33,1,,
00183,13404142,A3T-707,26.33,1,,
00183,13404892,A3T-707,26.33,1,,
00183,13405693,A3T-707,26.33,1,,
00183,13401896,A3T-707,26.33,1,,
00183,13402711,A3T-707,26.33,1,,
00183,13403389,A3T-707,26.33,1,,
00183,13400035,A3T-707,26.33,1,,
00183,13400350,A3T-707,26.33,1,,
00183,13401315,A3T-707,26.33,1,,
00162,12406163,A3T-707,9.67,2,,
00162,12406989,A3T-707,9.67,2,,
00162,12407663,A3T-707,9.67,1,,
00162,12403653,A3T-707,9.67,2,,
00162,12404423,A3T-707,9.67,2,,
00162,12405280,A3T-707,9.67,2,,
00162,12401177,A3T-707,9.67,2,,
00162,12402117,A3T-707,9.67,2,,
00162,12402940,A3T-707,9.67,2,,
00162,11414457,A3T-707,9.67,2,,
00162,11415474,A3T-707,9.67,2,,
00162,12400319,A3T-707,9.67,2,,
00140,11411995,A3T-707,9.58,2,,
00140,11412871,A3T-707,9.58,2,,
00140,11413802,A3T-707,9.58,2,,
00140,11407450,A3T-707,9.58,2,,
00140,11409745,A3T-707,9.58,2,,
